Source,Target,year_of_publication,Weight
"Cato, Dionysius",12.49,1485,1
"Cato, Dionysius",6.16,1485,1
"Cato, Dionysius",40.84,1480,1
"Cato, Dionysius",41.89,1485,1
"Cato, Dionysius",52.25,1485,1
"Cato, Dionysius",51.22,1485,1
"Cato, Dionysius",NL,1485,1
"Cato, Dionysius",2756987,1485,1
"Cato, Dionysius",2803138,1486,1
Bernardinus Senensis,43.32,1487,1
"Cavalca, Domenico",[Florence,1485,1
"Cavalca, Domenico",Venice,1489,1
"Cavalca, Domenico",[Milan,1480,1
"Cavalca, Domenico",45.46,1480,1
"Cavalca, Domenico",IT,1485,1
"Cavalca, Domenico",IT,1488,1
"Cavalca, Domenico",6542283,1480,1
"Cavalca, Domenico",3164603,1488,1
"Celtis, Conradus",Friedrich Creussner,1487,1
"Celtis, Conradus",Printer of Capotius (Martin Landsberg or Andreas Frisner),1487,1
"Celtis, Conradus",12.37,1486,1
"Celtis, Conradus",12.37,1487,1
"Cepolla, Bartholomaeus",Aegidius van der Heerstraten,1486,1
"Cepolla, Bartholomaeus",Aegidius van der Heerstraten,1487,1
"Cepolla, Bartholomaeus",20 Oct. 1480,1480,1
"Cepolla, Bartholomaeus",20 May 1480,1480,1
"Cepolla, Bartholomaeus",45.19,1480,1
"Cepolla, Bartholomaeus",3171366,1480,1
"Cepolla, Bartholomaeus",2792482,1486,1
"Cepolla, Bartholomaeus",2792482,1487,1
Bernardinus Florentinus,45.44,1489,1
"Cepolla, Bartholomaeus",[Rome,1480,1
"Cepolla, Bartholomaeus","Andreas Calabrensis, Papiensis",1488,1
"Cepolla, Bartholomaeus",15 Mar. 1488,1488,1
"Cessolis, Jacobus de",Strassburg,1483,1
"Cerutus, Blancus",Matthaeus Cerdonis],1482,1
"Cesarinis, Petrus de",Johann Petri,1486,1
"Cessolis, Jacobus de",14 Feb. 1483,1483,1
"Cessolis, Jacobus de",29 Mar. 1483,1483,1
Bernardinus Senensis,Henricus de Colonia,1487,1
"Cesarinis, Petrus de",13.46,1486,1
"Cessolis, Jacobus de",7.75,1483,1
Bernardinus Florentinus,10.99,1489,1
"Cerutus, Blancus",IT,1482,1
"Cessolis, Jacobus de",GB,1483,1
"Cessolis, Jacobus de",FR,1483,1
"Bendinellis, Matthaeus de","[Printer of Canaro, 'De materia excusatoris' (H 4306*)]",1489,1
"Cesarinis, Petrus de",6556451,1486,1
"Cessolis, Jacobus de",2634341,1483,1
"Chalon, Antoine de, Bishop of Autun",Guillaume Le Roy,1489,1
"Chartier, Alain",Pierre Le Caron,1489,1
"Chartier, Alain",Robin Fouquet and Jean Crès,1485,1
"Chalon, Antoine de, Bishop of Autun",about 7 May 1489],1489,1
"Chartier, Alain",-0.16,1483,1
"Chartier, Alain",2634341,1483,1
Bernardinus Senensis,Franciscus de Cennis,1486,1
"Chevrerius, Philippus",Stephan Plannck,1485,1
"Chevrerius, Philippus",Bartholomaeus Guldinbeck,1485,1
"Chiapucinus, Antonius",Johannes Antonius de Honate,1486,1
Bernardinus Florentinus,Paulus Fridenperger,1489,1
"Chiapucinus, Antonius",1486],1486,1
"Berlinghieri, Francesco",[Florence,1482,1
"Chiarini, Giorgio",11.26,1481,1
"Chieregatus, Leonellus",41.89,1482,1
Berengarius de Landora,7.75,1482,1
"Chiapucinus, Antonius",IT,1486,1
"Chieregatus, Leonellus",IT,1482,1
"Berchorius, Petrus",[Nuremberg],1489,1
"Chiapucinus, Antonius",6542283,1486,1
"Chiarini, Giorgio",3176959,1481,1
"Cicero, Marcus Tullius",Milan,1483,1
"Benivieni, Girolamo",IT,1489,1
"Cicero, Marcus Tullius","Antonius Zarotus, for Johannes de Legnano",1482,1
"Benignus, Georgius",43.77,1489,1
"Cicero, Marcus Tullius",Baptista de Tortis,1485,1
"Cicero, Marcus Tullius",22 Apr. 1480,1480,1
"Cicero, Marcus Tullius",12 Feb. 1482,1482,1
"Benignus, Georgius",after 27 July 1489],1489,1
"Benivieni, Girolamo",Antonio di Bartolommeo Miscomini,1489,1
"Benignus, Georgius",[Florence,1489,1
"Benignus, Georgius","[Printer of Benignus, 'Dialectica']",1489,1
"Cicero, Marcus Tullius",[Milan,1482,1
"Cicero, Marcus Tullius",Baptista de Tortis and Franciscus de Madiis,1481,1
Benedictus de Nursia,41.89,1484,1
"Cicero, Marcus Tullius",Eucharius Silber,1481,1
"Cicero, Marcus Tullius",[Lyons,1485,1
"Cicero, Marcus Tullius",Guillaume Le Roy,1485,1
"Cicero, Marcus Tullius",14.25,1483,1
"Cicero, Marcus Tullius",about 1487],1485,1
"Cicero, Marcus Tullius",41.89,1481,1
"Cicero, Marcus Tullius",Johannes Fabri Lingonensis,1481,1
"Cicero, Marcus Tullius",4.84,1485,1
"Cicero, Marcus Tullius",3169071,1481,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Milan,1482,1
"Benard, Johannes",FR,1484,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Peter Drach,1486,1
"Benard, Johannes",48.8533333333333,1484,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",about 1485],1485,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",7.59,1486,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",8.43,1486,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",49.32,1486,1
"Beldomandis, Prosdocimus de",3171728,1483,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",DE,1482,1
"Benard, Johannes",Printer of the 'Breviarium Rothomagense' (GW 5437),1484,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",CH,1486,1
"Benard, Johannes",[Paris or Rouen,1484,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",7285161,1486,1
"Bellincinis, Bartholomaeus de",10.93,1489,1
Guarinus Veronensis,Pisa,1485,1
Guarinus Veronensis,Venice,1480,1
"Beccadelli, Tommaso",44.49,1489,1
Guarinus Veronensis,[Rome,1485,1
Guarinus Veronensis,Florence,1488,1
Guarinus Veronensis,Andreas Portilia,1480,1
Guarinus Veronensis,[Henricus de Harlem?],1484,1
Guarinus Veronensis,Bernardinus Benalius,1485,1
Guarinus Veronensis,"Boninus de Boninis, de Ragusia",1485,1
Guarinus Veronensis,4 Nov. 1480,1480,1
Guarinus Veronensis,6 Nov. 1480,1480,1
Guarinus Veronensis,1481,1481,1
Guarinus Veronensis,20 Dec. 1481,1481,1
Guarinus Veronensis,about 1485],1485,1
Guarinus Veronensis,15 Nov. 1488,1488,1
Guarinus Veronensis,1489,1489,1
Guarinus Veronensis,11.26,1482,1
Guarinus Veronensis,11.26,1488,1
Guarinus Veronensis,45.67,1480,1
Guarinus Veronensis,45.43,1481,1
Guarinus Veronensis,41.89,1485,1
"Benard, Johannes",[Poitiers,1484,1
"Beets, Johannes",2792482,1486,1
Guarinus Veronensis,3172395,1480,1
Guarinus Veronensis,6540120,1480,1
Guarinus Veronensis,3164603,1481,1
Guarinus Veronensis,6541865,1487,1
"Guesclin, Bertrand du",[Lyons,1487,1
"Beets, Johannes",BE,1486,1
"Gui, Petrus de",Rome,1485,1
Guarinus Veronensis,Simon Doliatoris,1486,1
"Belcari, Feo",24 Oct. 1485,1485,1
"Guiba, Robertus",Stephan Plannck,1485,1
"Guasconus, Franciscus",1484],1484,1
"Gui, Petrus de",25 Feb. 1482,1482,1
"Gui, Petrus de",1488,1488,1
Guarinus Veronensis,2.35,1486,1
"Guasconus, Franciscus",12.34,1484,1
Behai ben Joseph ibn Pakudah,19 Nov. 1489,1489,1
"Guasconus, Franciscus",45.43,1484,1
"Gui, Petrus de",41.39,1482,1
"Gui, Petrus de",41.39,1488,1
"Guasconus, Franciscus",3164603,1484,1
"Gui, Petrus de",3128760,1482,1
"Gui, Petrus de",3128760,1488,1
"Belcari, Feo",Bartolommeo di Libri],1485,1
Guido de Monte Rochen,[about 1488-90],1483,1
Guido de Monte Rochen,[Rome,1484,1
Guido de Monte Rochen,Tarragona,1484,1
Guido de Monte Rochen,Rome,1485,1
Guido de Monte Rochen,[Basel,1485,1
Guido de Monte Rochen,[Lyons?],1485,1
Guido de Monte Rochen,[Johannes Siber?],1485,1
Guido de Monte Rochen,Johannes de Nördlingen,1480,1
Behai ben Joseph ibn Pakudah,Joseph ben Jacob Ashkenazi Gunzenhauser,1489,1
Guido de Monte Rochen,Leonardus Pachel and Uldericus Scinzenzeler,1481,1
Guido de Monte Rochen,[Paris,1483,1
Guido de Monte Rochen,[Eucharius Silber],1485,1
Guido de Monte Rochen,Marinus Saracenus,1486,1
Guido de Monte Rochen,29 Mar. 1480,1480,1
Guido de Monte Rochen,25 Aug. 1480,1480,1
Guido de Monte Rochen,[Johann Guldenschaff,1480,1
Guido de Monte Rochen,Antoine Caillaut,1483,1
Behai ben Joseph ibn Pakudah,[Naples],1489,1
Guido de Monte Rochen,2 Jan. 1484,1484,1
Guido de Monte Rochen,1484,1484,1
Guido de Monte Rochen,15 Apr. 1487,1487,1
Guido de Monte Rochen,6.14,1480,1
Guido de Monte Rochen,12.34,1483,1
Guido de Monte Rochen,12.49,1484,1
Guido de Monte Rochen,before 7 Apr. 1487],1487,1
Guido de Monte Rochen,6.96,1480,1
Guido de Monte Rochen,41.89,1481,1
Guido de Monte Rochen,48.58,1483,1
Guido De Monte Rochen,FR,1480,1
"Bassolis, Johannes de",[Angers,1480,1
Guido de Monte Rochen,ES,1484,1
Guido de Monte Rochen,45.76,1485,1
Guido de Monte Rochen,IT,1486,1
Guido de Monte Rochen,2660646,1480,1
Guido De Monte Rochen,6455259,1480,1
"Beccadelli, Antonius, Panormita",10.4,1485,1
Guido de Monte Rochen,DE,1480,1
Guido de Monte Rochen,2886242,1481,1
Guido de Monte Rochen,3108288,1484,1
"Beccadelli, Antonius, Panormita",Pisa,1485,1
Guido de Monte Rochen,2886242,1487,1
"Baysio, Guido de",3164603,1480,1
Guido de Monte Rochen,Printer of the 'Livre des Prêtres',1488,1
Guido de Monte Rochen,"Guilelmus Anima Mia, Tridinensis",1489,1
Guido de Monte Rochen,Philippe Pigouchet,1489,1
Guido de Monte Rochen,not after 1488],1488,1
Guido de Monte Rochen,2.35,1487,1
"Bassolis, Johannes de",about 1478-80],1480,1
Guido de Monte Rochen,0.34,1488,1
Guido de Monte Rochen,12.34,1489,1
Guido de Monte Rochen,48.86,1487,1
"Baveriis, Baverius de",11.35,1489,1
Guido de Monte Rochen,46.58,1489,1
"Baysio, Guido de",12 Dec. 1480,1480,1
Guido de Monte Rochen,6455259,1487,1
Guido de Monte Rochen,2973783,1487,1
Guillermus,Strassburg,1485,1
Guillermus,Lyons,1487,1
Guillermus,Strassburg,1488,1
Guillermus,[Ulrich Zel],1482,1
Guillermus,[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1485,1
Guillermus,[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1488,1
Guillermus,26 Sept. 1480,1480,1
Guillermus,14 Aug. 1481,1481,1
Guillermus,1 Mar. 1486,1486,1
Guillermus,11.0775,1481,1
Guillermus,7.75,1485,1
Guillermus,7.75,1488,1
"Baveriis, Baverius de",5 Nov. 1489,1489,1
Baudoin,Antoine Neyret,1485,1
Guillermus,47.56,1488,1
Guillermus,45.76,1488,1
Guillermus,48.58,1489,1
"Baysio, Guido de",[Venice],1481,1
Guillermus,2861650,1481,1
Guillermus,2886242,1482,1
Guillermus,2973783,1486,1
"Herolt, Johannes",Strassburg,1483,1
"Herolt, Johannes",[Lyons,1483,1
"Herolt, Johannes",Nuremberg,1486,1
"Herolt, Johannes",[Printer of Paludanus],1487,1
"Herolt, Johannes",[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1483,1
"Herolt, Johannes",Anton Koberger,1483,1
"Herolt, Johannes",Richardus Pafraet,1485,1
"Herolt, Johannes",Nicolaus Philippi,1485,1
"Herolt, Johannes",Nicolaus Philippi and Marcus Reinhart],1486,1
"Herolt, Johannes",[Printer of the 1483 'Vitas Patrum'],1484,1
"Herolt, Johannes",2 Mar. 1486,1486,1
"Herolt, Johannes",24 Dec. 1486,1486,1
"Herolt, Johannes",11.0775,1482,1
"Herolt, Johannes",8.43,1483,1
"Herolt, Johannes",4.84,1485,1
"Herolt, Johannes",7.75,1488,1
"Barzizius, Gasparinus",52.25,1485,1
"Herolt, Johannes",49.4541666666667,1483,1
"Herolt, Johannes",49.32,1483,1
"Herolt, Johannes",45.76,1486,1
"Herolt, Johannes",45.76,1487,1
"Barzizius, Gasparinus",45.41,1483,1
"Herolt, Johannes",2861650,1482,1
"Herolt, Johannes",2830582,1483,1
"Herolt, Johannes",2996944,1486,1
"Herolt, Johannes",2996944,1487,1
"Herolt, Johannes",2973783,1484,1
"Kaufmann, Johannes, commissary",[Nuremberg,1482,1
"Basinus, Bernardus",2.35,1483,1
Basilius Magnus,[Peter Schoeffer,1489,1
"Kendale, John, Commissary",1480 [before 31 Mar.],1480,1
Kalonymos ben Kalonymos,14.25,1489,1
"Kannengeter, Henricus",10.6872222222222,1483,1
Basilius Magnus,Mainz,1489,1
"Kaufmann, Johannes, commissary",11.0775,1482,1
"Barzizius, Gasparinus",Padua,1483,1
Kalonymos ben Kalonymos,3172395,1489,1
"Barzizius, Gasparinus",NL,1487,1
"Kaufmann, Johannes, commissary",6556725,1482,1
Lanfrancus Mediolanensis,Louvain,1481,1
"Langer, Johannes",[Mainz,1489,1
"Langius, Rudolphus",Münster in Westfalen,1486,1
Lanfrancus Mediolanensis,"Printer of Lanfrancus, Chirurgia",1480,1
Lanfrancus de Oriano,Christophorus de Canibus,1489,1
Lanfrancus de Oriano,"Johann Koelhoff, the Elder",1488,1
Lanfrancus Mediolanensis,about 1480],1480,1
Lanfrancus de Oriano,5 Dec. 1486,1486,1
Lanfrancus de Oriano,17 Nov. 1489,1489,1
Lanfrancus De Oriano,before 28 Aug. 1480],1480,1
"Langius, Rudolphus",7.62555555555556,1488,1
Lanfrancus de Oriano,45.43,1489,1
"Langer, Johannes",49.99,1489,1
Lanfrancus de Oriano,IT,1486,1
"Langer, Johannes",DE,1489,1
Lanfrancus Mediolanensis,2996944,1480,1
Christine de Pisan,[Westminster],1489,1
"Chieregatus, Leonellus",Eucharius Silber,1487,1
Christine de Pisan,Paris,1488,1
Christine de Pisan,14 July 1489,1489,1
"Barzizius, Gasparinus",FR,1486,1
"Chizollis, Albericus de",45.43,1480,1
Christine de Pisan,51.51,1489,1
"Chizollis, Albericus de",IT,1480,1
Christine de Pisan,48.86,1488,1
Christine de Pisan,FR,1488,1
Christine de Pisan,2634341,1489,1
"Christophorus, ecclesiae Sancti Johannis Hierosolymitani de Parma praeceptor",Andreas Portilia,1481,1
"Christophorus, ecclesiae Sancti Johannis Hierosolymitani de Parma praeceptor",10.33,1481,1
"Cicerchia, Nicolò",Bologna,1489,1
"Chrysoloras, Emanuel","Peregrinus de Pasqualibus, Bononiensis [and Dionysius Bertochus]",1484,1
"Cicerchia, Nicolò",Andreas Freitag,1488,1
"Cicerchia, Nicolò",about 1488],1488,1
"Cicerchia, Nicolò",11.26,1483,1
"Cicerchia, Nicolò",41.21,1488,1
"Chrysoloras, Emanuel",IT,1484,1
"Cicerchia, Nicolò",IT,1483,1
"Cicerchia, Nicolò",IT,1489,1
"Chrysoloras, Emanuel",6540120,1481,1
"Cicero, Marcus Tullius",[Naples,1480,1
"Cicero, Marcus Tullius",1489,1489,1
"Cicero, Marcus Tullius",not after 1480],1480,1
"Cicero, Marcus Tullius",[after 13 Nov. 1483],1483,1
"Cicero, Marcus Tullius",Rome,1485,1
"Cicero, Marcus Tullius","Johannes de Gregoriis, de Forlivio, and Jacobus Britannicus",1483,1
"Cicero, Marcus Tullius",10 Mar. 1480,1480,1
"Barzizius, Gasparinus",Strassburg,1486,1
"Cicero, Marcus Tullius",[Louvain,1488,1
"Cicero, Marcus Tullius",Johann Sensenschmidt,1484,1
"Cicero, Marcus Tullius",Theodoricus Rood,1483,1
"Cicero, Marcus Tullius",4.7,1488,1
"Cicero, Marcus Tullius",49.89,1484,1
"Cicero, Marcus Tullius",45.55,1488,1
"Cicero, Marcus Tullius",48.86,1482,1
"Cicero, Marcus Tullius",DE,1484,1
"Cicero, Marcus Tullius",6556725,1484,1
"Cicero, Marcus Tullius","Antonius de Strata, de Cremona",1485,1
"Cicero, Marcus Tullius",17 May 1483,1483,1
"Cicero, Marcus Tullius",6 Nov. 1480,1480,1
"Cicero, Marcus Tullius",20 Dec. 1487,1487,1
Gratia Dei Asculanus,30 Apr. 1484,1484,1
Gratia Dei Asculanus,3164603,1484,1
Gratianus,Basel,1481,1
Gratianus,Venice,1483,1
Gratianus,Adam de Rottweil,1480,1
Gratianus,[Lyons,1482,1
Gratianus,19 Aug. 1481,1481,1
Gratianus,5 Sept. 1482,1482,1
"Barzizius, Gasparinus",6.16,1487,1
Gratianus,about 1482],1482,1
Gratianus,7.59,1482,1
"Barzizius, Gasparinus",1483],1483,1
"Barzizius, Gasparinus",Jacobus de Breda,1487,1
Gratianus,FR,1482,1
Gratianus,7285161,1482,1
Gratianus,Milan,1483,1
Gratianus,Basel,1486,1
Gratianus,Strassburg,1489,1
Gratianus,Anton Koberger,1483,1
Gratianus,Johann (Reinhard) Grüninger,1484,1
Gratianus,28 Feb. 1483,1483,1
Gratianus,1 Sept. 1486,1486,1
Gratianus,4 Sept. 1489,1489,1
Gratianus,48.58,1484,1
Gratianus,6542283,1483,1
Gratianus,3164603,1486,1
Gratianus,3164603,1487,1
"Gregorius I, Pont. Max",[Cologne],1482,1
"Gregorius I, Pont. Max",[Louvain],1484,1
"Gregorius I, Pont. Max",[not after 1482],1482,1
"Barzizius, Gasparinus",Ulrich Gering,1485,1
"Barzizius, Gasparinus",Johann Otmar,1483,1
"Barzizius, Gasparinus",Johannes de Westfalia,1483,1
"Gregorius I, Pont. Max",Modena,1481,1
"Gregorius I, Pont. Max",Gaeta,1488,1
"Gregorius I, Pont. Max",20 Feb. 1487,1487,1
"Gregorius I, Pont. Max",6453974,1486,1
"Gregorius I, Pont. Max",Reynaldus de Novimagio,1480,1
"Gregorius I, Pont. Max",12.34,1480,1
"Gregorius I, Pont. Max",IT,1480,1
"Gregorius I, Pont. Max",3164603,1480,1
"Gregorius I, Pont. Max",Florence,1486,1
"Gregorius I, Pont. Max","Nicolaus Laurentii, Alamanus",1486,1
"Gregorius I, Pont. Max",1482,1482,1
"Gregorius I, Pont. Max",6.11,1480,1
"Gregorius I, Pont. Max",43.77,1486,1
"Gregorius I, Pont. Max",52.51,1480,1
"Gregorius I, Pont. Max",NL,1480,1
"Gregorius I, Pont. Max",3176959,1486,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Lyons,1481,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Johannes Siber,1481,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Michael Wenssler,1482,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",15 Mar. 1482,1482,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",4.84,1481,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",45.43,1481,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",47.56,1482,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",3164603,1481,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",[about 1483],1487,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)","Thomas de Blavis, de Alexandria",1489,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",18 Dec. 1486,1486,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",22 Dec. 1486,1486,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",Johannes Siber,1487,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",[about 1487],1487,1
Bartolus de Saxoferrato,Eucharius Silber,1485,1
"Gregorius IX, Pont. Max. (formerly Ugolino, Count of Segni)",4.84,1487,1
"Barzizius, Gasparinus",[Reutlingen,1483,1
Gregorius Ariminensis,[André Bocard?],1482,1
Gregorius Ariminensis,[Louis Martineau],1482,1
Gregorius Ariminensis,48.86,1482,1
"Boutillier, Jean",2.35,1488,1
"Gritsch, Johannes",2861650,1481,1
"Gritsch, Johannes",[Nuremberg],1488,1
"Gritsch, Johannes",Lyons,1489,1
"Gritsch, Johannes",[Lyons,1489,1
"Gritsch, Johannes",7 Mar. 1483,1483,1
"Gritsch, Johannes",Printer of the 1483 'Vitas Patrum'],1486,1
"Gritsch, Johannes",11.0775,1483,1
"Gritsch, Johannes",9 Oct. 1486,1486,1
"Gritsch, Johannes",50.94,1481,1
"Gritsch, Johannes",2973783,1486,1
"Gritsch, Johannes",FR,1484,1
"Gross, Erhart",17 Aug. 1485,1485,1
"Gross, Erhart",10.89,1485,1
"Guainerius, Antonius",Pavia,1481,1
"Guaciis, Johannes de",before 18 Apr. 1481],1481,1
"Guaciis, Johannes de",before 11 June 1481],1481,1
"Gualterius, Marcus",after 10 Feb. 1484],1484,1
Bartolus de Saxoferrato,26 Jan. 1485,1485,1
Bartolus de Saxoferrato,18 May 1482,1482,1
"Guainerius, Antonius",45.19,1488,1
"Guarinus, Baptista",DE,1489,1
"Gualterius, Marcus",3169521,1484,1
Guido,[Paris or Rouen,1480,1
Guido de Cauliaco,"Nicolaus Girardengus, de Novis",1480,1
Guido de Cauliaco,12.34,1480,1
Bartolus de Saxoferrato,13 Dec. 1481,1481,1
Guido,2988506,1480,1
"Brack, Wenceslaus",3220886,1486,1
Guido de Monte Rochen,Christmann Heyny,1481,1
Guido de Monte Rochen,48.37,1481,1
Guido de Monte Rochen,4.7,1483,1
Guido de Monte Rochen,2792482,1483,1
Guilelmus de Dumo Quercu,[Rome,1482,1
"Brack, Wenceslaus",47.56,1483,1
Guilelmus de Dumo Quercu,Georgius Teutonicus (Herolt or Lauer),1482,1
Guilelmus de Dumo Quercu,after 1481],1482,1
"Brack, Wenceslaus",48.58,1484,1
Guilelmus de Gouda,6.16,1488,1
Guilelmus de Gouda,[1488],1488,1
Guilelmus de Gouda,52.25,1488,1
Guilelmus de Gouda,50.94,1489,1
Guilelmus de Gouda,DE,1484,1
Guilelmus de Gouda,NL,1488,1
Guilelmus de Gouda,51.22,1488,1
Guilelmus de Gouda,2886242,1484,1
Guillaume de Digulleville,[Jacob Bellaert],1486,1
Guillaume de Digulleville,1485,1485,1
Guillaume de Digulleville,1486,1486,1
Guillaume de Digulleville,4.84,1485,1
Guillaume de Digulleville,4.84,1488,1
Guillaume de Digulleville,51.51,1483,1
Guillaume de Digulleville,2755002,1486,1
Guillaume de Digulleville,2634341,1483,1
Guillermus,Geneva,1480,1
Guillermus,[Reutlingen,1480,1
Guillermus,[about 1476],1481,1
Guillermus,Eberhard Frommolt,1480,1
Guillermus,Nicolaus Philippi and Marcus Reinhart],1481,1
Guillermus,Heinrich Knoblochtzer,1483,1
Guillermus,[1480],1480,1
Guillermus,not after 1483],1483,1
Guillermus,not before 1483],1483,1
Guillermus,45.5166666666667,1480,1
"Brack, Wenceslaus",CH,1483,1
Guillermus,DE,1480,1
"Brack, Wenceslaus",49.32,1485,1
Guillermus,[Paris,1483,1
Guillermus,[not before 1480],1485,1
Guillermus,Nicolaus Philippi,1483,1
Guillermus,"Johann Koelhoff, the Elder",1485,1
Guillermus,2.35,1483,1
Guillermus,4.84,1483,1
Guillermus,about 1485],1485,1
Guillermus,Paris,1480,1
Guillermus,45.76,1485,1
Guillermus,29 Mar. 1479/80,1480,1
Guillermus,2996944,1484,1
Guillermus,2886242,1485,1
Guillermus,Nicolaus Kesler,1489,1
Guillermus,Louis Cruse?],1489,1
Guillermus,South east France,1489,1
Guillermus,7.59,1489,1
Guillermus,CH,1489,1
Guillermus,7285161,1489,1
"Guillermus Alvernus, Episcopus Parisiensis",Arend de Keysere,1483,1
"Guillermus Alvernus, Episcopus Parisiensis",BE,1483,1
Gundisalvus de Villadiego,[Rome,1485,1
Gundisalvus de Villadiego,Rome,1485,1
"Guterrius, Andreas",Burgos,1485,1
"Guterrius, Andreas",Basel,1486,1
Gundisalvus de Villadiego,[Rome,1482,1
Gundisalvus de Villadiego,Georgius Herolt,1482,1
"Guterrius, Andreas",about 1487],1487,1
"Guterrius, Andreas",7.59,1486,1
"Guterrius, Andreas",-3.7,1487,1
"Guterrius, Andreas",42.34,1485,1
"Haneron, Antonius",Antwerp,1487,1
"Han, Johannes, commissary",Printer of the 'Confessionale',1480,1
"Brack, Wenceslaus",[Augsburg,1487,1
"Han, Johannes, commissary",before 11 May 1480],1480,1
"Haneron, Antonius",1481,1481,1
"Haly, filius Abenragel (Albohazen)",IT,1485,1
"Boutillier, Jean",50.11,1486,1
"Bourdeille, Helias de",12.49,1486,1
"Hegius, Alexander",[Deventer,1483,1
"Heinrich Gross von Trockau, Bischof von Bamberg",[Bamberg,1488,1
"Hegius, Alexander",Richardus Pafraet,1483,1
"Hartzesser, Jeorius",12.37,1484,1
"Heinrich Fabri, Abt von Blaubeuren",DE,1487,1
"Hegius, Alexander",2756987,1483,1
"Helmstädt, Ludwig von, Bishop of Speyer",[Speyer,1486,1
"Helmstädt, Ludwig von, Bishop of Speyer",Peter Drach,1486,1
"Helmstat, Benedictus de",Fratres Vitae Communis,1484,1
"Helmstat, Benedictus de",about 1484],1484,1
"Helmstat, Benedictus de",DE,1484,1
"Helmstädt, Ludwig von, Bishop of Speyer",2830582,1486,1
"Helmstat, Benedictus de",2873490,1484,1
Henricus de Gorichem,[Lyons,1487,1
