Source,Target,year_of_publication,Weight
"Trano, Ganfredus (Goffredus) de",DE,1488,1
"Traversanus, Laurentius Gulielmus, de Saona",[Cologne,1480,1
"Traversanus, Laurentius Gulielmus, de Saona",[Schoolmaster Printer],1480,1
"Traversanus, Laurentius Gulielmus, de Saona",Bartholomaeus de Unkel,1480,1
"Trezzo, Bettino da",Antonius Zarotus,1488,1
"Trezzo, Bettino da",9.19,1488,1
"Traversanus, Laurentius Gulielmus, de Saona",50.94,1480,1
"Trezzo, Bettino da",45.46,1488,1
"Traversanus, Laurentius Gulielmus, de Saona",2634341,1480,1
"Trezzo, Bettino da",6542283,1488,1
Tristan,Jean Le Bourgeois for himself and for Antoine Vérard,1489,1
Tristan,30 Sept. 1489,1489,1
Tristan,48.37,1484,1
Tristan,DE,1484,1
"Trottus, Albertus",[Chablis,1483,1
"Bibra, Kilian von",Georg Reyser,1487,1
"Trottus, Albertus",about 1483],1483,1
"Trottus, Albertus",about 1480],1480,1
"Birgitta, S",Eucharius Silber,1485,1
"Trottus, Albertus",12.49,1480,1
"Trottus, Albertus",2792482,1485,1
"Tuberinus, Johannes Mathias",Giovanni Leonardo Longo,1482,1
"Tucher, Hans",[Conrad Zeninger],1482,1
"Tuberinus, Johannes Mathias",5 Sept. 1482,1482,1
"Tucher, Hans",11.0775,1482,1
"Biffus, Johannes",Eucharius Silber for Antonius de Besana,1484,1
"Tucher, Hans",Augsburg,1486,1
Tundalus,Johann and Conrad Hist,1488,1
"Bienatus, Aurelius",[Francesco del Tuppo],1488,1
"Tucher, Hans",48.58,1484,1
"Tucher, Hans",FR,1484,1
Tundalus,NL,1484,1
"Tucher, Hans",2973783,1484,1
"Birgitta, S",Rome,1485,1
Tundalus,2747351,1484,1
"Biel, Gabriel",6558157,1488,1
Andreas de Escobar,[about 1474],1480,1
"Andreas, Archiepiscopus Crainensis",Johann Besicken,1483,1
Andreas de Escobar,[Cologne,1480,1
Andreas de Escobar,Conrad Fyner,1481,1
"Biel, Gabriel",15 Nov. 1488,1488,1
Andreas Capellanus,10.89,1484,1
"Biel, Gabriel",[Reutlingen],1488,1
"Andreas, Archiepiscopus Crainensis",47.56,1483,1
Andreas Capellanus,48.58,1484,1
Andreas de Escobar,6.96,1482,1
"Bibra, Kilian von",2805615,1488,1
Andreas de Escobar,50.94,1480,1
"Bibra, Kilian von",DE,1488,1
Andreas de Escobar,DE,1482,1
Antoninus Florentinus,[Geneva,1480,1
"Biel, Gabriel",Michael Greyff,1486,1
Antoninus Florentinus,Milan,1484,1
Antoninus Florentinus,"Antonius de Strata, de Cremona",1482,1
Antoninus Florentinus,about 1485?],1482,1
Antoninus Florentinus,"[Antonius Zarotus], for Johannes de Legnano",1484,1
Antoninus Florentinus,23 May 1483,1483,1
Antoninus Florentinus,12 Feb. 1484,1484,1
Antoninus Florentinus,12.34,1482,1
Antoninus Florentinus,46.2,1480,1
Antoninus Florentinus,45.43,1482,1
Antoninus Florentinus,41.89,1484,1
Antoninus Florentinus,45.46,1484,1
Antoninus Florentinus,IT,1482,1
"Berthold (von Henneberg), Archbishop of Mainz",2805615,1486,1
Antoninus Florentinus,3164603,1484,1
"Cambanis, Vitalis de",Venice,1483,1
"Calpurnius Siculus, Titus",Deventer,1488,1
"Camerino, Bartholomaeus de, Commissary",Eucharius Silber,1483,1
"Camerino, Bartholomaeus de, Commissary",types of Bartholomaeus Ghotan],1484,1
"Biel, Gabriel",[Reutlingen,1486,1
"Camerino, Bartholomaeus de, Commissary",before 19 Dec. 1483],1483,1
"Camerino, Bartholomaeus de, Commissary",about 1484],1484,1
"Bibra, Kilian von",[Würzburg,1487,1
"Cambanis, Vitalis de",45.43,1483,1
"Cambanis, Vitalis de",45.46,1488,1
"Beyer, Nicolaus",after 20 Mar. 1482],1482,1
"Camerino, Bartholomaeus de, Commissary",before 10 Aug. 1484],1484,1
"Beyer, Nicolaus",Johann Sensenschmidt,1482,1
"Cambanis, Vitalis de",IT,1488,1
Bertholdus,49.4541666666667,1489,1
Bertholdus,11.0775,1489,1
"Candidus, Eustachius",[Venice,1485,1
"Candidus, Eustachius",Rome,1486,1
"Canis, Johannes Jacobus",[Pavia,1484,1
"Canis, Johannes Jacobus",[Padua,1487,1
"Canaro, Antonius de","[Printer of Canaro, 'De materia excusatoris' (H 4306*)]",1489,1
"Canaro, Antonius de","Laurentius and Franciscus de Cennis, for Bastianus de Orlandis",1486,1
"Candidus, Eustachius",Stephan Plannck,1485,1
"Canis, Johannes Jacobus",[Conrad Stahel and Mathias Preunlein],1488,1
"Canis, Johannes Jacobus",Matthaeus Cerdonis,1487,1
"Canaro, Antonius de",29 Oct. 1487,1487,1
"Canaro, Antonius de",7 Mar. 1486,1486,1
"Canis, Johannes Jacobus",not before 26 June 1487],1487,1
"Canis, Johannes Jacobus",24 Mar. 1485,1485,1
"Canalis, Matthias",12.49,1489,1
"Candidus, Eustachius",12.49,1485,1
"Canis, Johannes Jacobus",16.6077777777778,1488,1
"Canis, Johannes Jacobus",11.88,1487,1
"Candidus, Eustachius",41.89,1486,1
"Canis, Johannes Jacobus",IT,1484,1
"Canalis, Matthias",3169071,1489,1
Bertholdus,6.96,1488,1
"Candidus, Eustachius",3169071,1486,1
"Canis, Johannes Jacobus",3171728,1487,1
"Canis, Johannes Jacobus",3181928,1482,1
"Canter, Johannes",Nuremberg,1487,1
"Canter, Johannes",Erhard Ratdolt,1486,1
"Canter, Johannes",Friedrich Creussner,1487,1
"Caorsin, Guilelmus",Eucharius Silber,1485,1
"Caorsin, Guilelmus",Benedictus Mayr,1480,1
"Canter, Johannes",1487,1487,1
Bertholdus,Friedrich Creussner,1489,1
"Caorsin, Guilelmus",Zaragoza,1481,1
"Cantarino, Pietro",12.34,1480,1
"Canter, Johannes",11.0775,1487,1
"Canter, Johannes",12.49,1489,1
Bertholdus,Nuremberg,1489,1
"Canter, Johannes",45.43,1486,1
"Canter, Johannes",41.89,1489,1
Bertholdus,6455259,1484,1
"Caorsin, Guilelmus",44.81,1480,1
"Cantarino, Pietro",3164603,1480,1
Bertholdus,48.86,1484,1
"Caracciolus, Robertus",Treviso,1482,1
"Caracciolus, Robertus",Venice,1482,1
"Caracciolus, Robertus",Venice,1485,1
"Bertachinus, Johannes",12 Feb. 1489,1489,1
"Caracciolus, Robertus",Antonius Zarotus,1482,1
"Caracciolus, Robertus","Antonius Zarotus, for Johannes de Legnano",1486,1
"Caracciolus, Robertus","Andreas Torresanus, de Asula",1488,1
"Caracciolus, Robertus",15 Apr. 1480,1480,1
"Caracciolus, Robertus",28 Feb. 1482,1482,1
"Caracciolus, Robertus",6 July 1485,1485,1
"Caracciolus, Robertus",5 Dec. 1486,1486,1
"Caracciolus, Robertus",27 Sept. 1488,1488,1
"Caracciolus, Robertus",11.26,1480,1
"Caracciolus, Robertus",9.19,1480,1
"Caracciolus, Robertus",12.24,1482,1
"Berthold (von Henneberg), Archbishop of Mainz",DE,1486,1
"Berthold (von Henneberg), Archbishop of Mainz",49.7938888888889,1486,1
"Caracciolus, Robertus",6542283,1480,1
"Caracciolus, Robertus",3164603,1482,1
"Caracciolus, Robertus",3164603,1485,1
"Berthold (von Henneberg), Archbishop of Mainz",9.95111111111111,1486,1
"Cato, Dionysius",Basel,1486,1
"Cato, Pseudo-",[Johann Amerbach],1486,1
"Cato, Pseudo-",[Martin Flach (printer of Strassburg)],1487,1
"Cato, Dionysius",Nicolaus Kesler,1488,1
"Cato, Dionysius",Guillaume Le Roy,1485,1
"Cato, Pseudo-",14 June 1486,1486,1
"Cato, Dionysius",25 Aug. 1486,1486,1
"Cato, Pseudo-",20 Sept. 1487,1487,1
"Cato, Dionysius",30 Oct. 1487,1487,1
"Cato, Dionysius",20 July 1487,1487,1
"Cato, Pseudo-",7.59,1486,1
"Cato, Pseudo-",48.58,1487,1
"Cato, Dionysius",47.56,1488,1
"Cato, Dionysius",7285161,1486,1
"Cato, Dionysius",2803138,1487,1
"Bertachinus, Johannes",12.49,1481,1
"Cato, Dionysius",[Lyons,1484,1
"Cato, Dionysius",Mathias Huss,1485,1
"Cato, Dionysius",Pierre Bouttellier (Schenck),1488,1
"Cato, Dionysius",Johann Blaubirer,1481,1
"Bertachinus, Johannes",9.19,1485,1
"Cato, Dionysius",28 June 1486,1486,1
"Cato, Dionysius",26 Nov. 1487,1487,1
"Bertachinus, Johannes",Georgius Lauer,1481,1
"Cato, Dionysius",45.76,1484,1
"Cato, Dionysius",48.37,1484,1
"Cato, Dionysius",DE,1485,1
"Cato, Dionysius",2996944,1488,1
"Cato, Dionysius",2830582,1485,1
"Cavalca, Domenico",Milan,1489,1
"Cavalca, Domenico",[Venice,1480,1
"Cavalca, Domenico",Antonio Martinez,1486,1
"Cavalca, Domenico",n.pr.,1480,1
"Cavalca, Domenico",before 1483],1482,1
"Cavalca, Domenico",22 Aug. 1487,1487,1
"Cavalca, Domenico",20 Feb. 1486,1486,1
Bertholdus,Guillaume Le Rouge,1484,1
"Cavalca, Domenico",9.19,1481,1
"Cavalca, Domenico",9.19,1487,1
"Cavalca, Domenico",45.46,1484,1
"Cavalca, Domenico",37.38,1486,1
"Cavalca, Domenico",45.43,1480,1
"Berthold (von Henneberg), Archbishop of Mainz",Georg Reyser,1486,1
"Cavalca, Domenico",3164603,1482,1
"Cavalca, Domenico",6542283,1484,1
"Beroaldus, Philippus",11.26,1489,1
"Caviceus, Jacobus",[Bernardinus Benalius],1486,1
Cecco d'Ascoli,[Rome,1483,1
Cecco d'Ascoli,Eucharius Silber],1483,1
"Celsus, A. Cornelius",9.19,1481,1
Cecco d'Ascoli,IT,1483,1
"Bertachinus, Johannes",[Milan,1485,1
"Caviceus, Jacobus",3164603,1486,1
"Beroaldus, Philippus",3176959,1489,1
Cherubino da Siena,Lucca,1482,1
Cherubino da Siena,Florence,1482,1
Cherubino da Siena,"Nicolaus Laurentii, Alamanus",1482,1
Cherubino da Siena,Angelus Ugoletus,1487,1
"Beroaldus, Philippus",3181928,1482,1
Cherubino da Siena,22 Oct. 1482,1482,1
Cherubino da Siena,5 Nov. 1483],1483,1
Cherubino da Siena,about 1485],1485,1
Cherubino da Siena,9.19,1485,1
Cherubino da Siena,10.93,1489,1
"Beroaldus, Philippus",3181928,1488,1
Cherubino da Siena,45.46,1485,1
Cherubino da Siena,43.77,1487,1
"Beroaldus, Philippus",44.49,1482,1
Cherubino da Siena,IT,1489,1
"Beroaldus, Philippus",44.49,1488,1
Cherubino da Siena,6299592,1481,1
Cherubino da Siena,3173331,1482,1
Cherubino da Siena,6542121,1482,1
Cherubino da Siena,6299592,1487,1
Cherubino da Siena,3176959,1487,1
Alphonsus de Cartagena,Murcia,1487,1
Alphonsus de Cartagena,Gabriel Luis de Arinyo and Lope de la Roca,1487,1
Alphonsus de Spina,Anton Koberger,1485,1
Alphonsus de Cartagena,3127460,1487,1
Alphonsus de Cartagena,2513416,1487,1
Altobello,Milan,1480,1
Altobello,Venice,1481,1
Altobello,Venice,1487,1
Altobello,Gabriel de Grassis,1481,1
Alphonsus de Spina,22 May 1487,1487,1
Altobello,10 Nov. 1480,1480,1
Altobello,IT,1480,1
Amadeus,9.19,1487,1
Amadeus,IT,1487,1
"Ambrosius, S",Milan,1488,1
"Ambrosius, S",IT,1488,1
Ancroia,12.34,1482,1
Ancroia,12.34,1485,1
Andrea da Barberino,"[Petrus de Plasiis, Cremonensis]",1480,1
Andrea da Barberino,Milan,1482,1
Andrea da Barberino,Venice,1482,1
Andrea da Barberino,[Venice,1483,1
"Andreae, Antonius",[London],1480,1
"Andreae, Antonius",Venice,1481,1
"Andreae, Antonius",Venice,1487,1
Andrea da Barberino,"[Philippus de Lavagnia], for Pietro da Ello",1480,1
Andrea da Barberino,"Nicolaus Girardengus, de Novis",1482,1
"Andreae, Antonius","Antonius de Strata, de Cremona",1481,1
Andrea da Barberino,20 May 1480,1480,1
Andrea da Barberino,25 Apr. 1482,1482,1
"Andreae, Antonius",1480,1480,1
Andrea da Barberino,1480,1480,1
Andrea da Barberino,12.34,1482,1
"Andreae, Antonius",12.34,1481,1
"Andreae, Antonius",12.34,1487,1
Andrea da Barberino,45.46,1482,1
"Andreae, Antonius",45.43,1481,1
"Andreae, Antonius",45.43,1487,1
Andrea da Barberino,45.43,1480,1
Bernardus Parmensis,2973783,1484,1
Andrea da Barberino,3164603,1483,1
"Andreae, Antonius",24 Dec. 1480,1480,1
"Andreae, Antonius",1481,1481,1
"Andreae, Antonius",IT,1482,1
"Andreae, Antonius",3164603,1482,1
"Andreae, Johannes",Nuremberg,1481,1
"Andreae, Johannes",Friedrich Creussner,1480,1
"Andreae, Johannes",Johannes de Westfalia,1481,1
"Andreae, Johannes",49.4541666666667,1481,1
"Andreae, Johannes",12.39,1482,1
"Andreae, Johannes",50.88,1481,1
"Andreae, Johannes",BE,1480,1
"Andreae, Johannes",1488,1488,1
"Beroaldus, Philippus",19 Dec. 1489,1489,1
"Andreae, Johannes",not after 1489],1489,1
"Andreae, Johannes",11.0775,1483,1
"Beroaldus, Philippus",12 Nov. 1482,1482,1
"Beroaldus, Philippus",1488,1488,1
"Andreae, Johannes",DE,1488,1
"Andreae, Johannes",2861650,1483,1
"Andreae, Johannes",[Albi,1480,1
"Andreae, Johannes","Conrad Winters, de Homborch]",1482,1
"Beroaldus, Philippus",Bologna,1481,1
"Andreae, Johannes",3 Dec. 1483,1483,1
"Andreae, Johannes",1489,1489,1
"Andreae, Johannes",17 Apr. 1484,1484,1
"Andreae, Johannes",2.15,1480,1
"Andreae, Johannes",6.96,1482,1
"Andreae, Johannes",43.93,1480,1
"Andreae, Johannes",DE,1482,1
"Andreae, Johannes",IT,1489,1
"Andreae, Johannes",[Paris,1480,1
"Andreae, Johannes",Au Soufflet Vert (Louis Symonel et Socii),1480,1
"Andreae, Johannes",5 May 1489,1489,1
"Andreae, Johannes",2.35,1480,1
"Andreae, Johannes",45.19,1483,1
"Andreae, Johannes",IT,1483,1
"Andreae, Johannes",FR,1489,1
Andreas de Escobar,Heinrich Quentell,1485,1
Andreas de Escobar,Printer of the 'Elegantiarum viginti praecepta' (Johann Guldenschaff?),1487,1
Andreas de Escobar,Heinrich Quentell,1488,1
Bernardus Parmensis,2792482,1484,1
Andreas de Escobar,Richardus Pafraet,1488,1
Andreas de Escobar,6.96,1485,1
Andreas de Escobar,12.37,1487,1
Andreas de Escobar,6.96,1488,1
Andreas de Escobar,6.16,1488,1
Andreas de Escobar,DE,1485,1
Andreas de Escobar,DE,1488,1
Andreas de Escobar,[Erfurt,1489,1
Andreas de Escobar,about 1489],1489,1
Andreas de Escobar,50.97,1489,1
Andreas de Escobar,6549746,1489,1
Andreas Veronensis,3181928,1488,1
"Angelus, Johannes",27 Nov. (or 6 Oct.?) 1488,1488,1
Angelus de Clavasio,about 1481],1481,1
Angelus de Clavasio,11.26,1481,1
Angelus de Clavasio,45.19,1486,1
"Angelus, Johannes",FR,1485,1
"Angelus, Johannes",DE,1487,1
Angelus de Clavasio,IT,1481,1
Angelus de Clavasio,IT,1486,1
"Angelus, Johannes",2861650,1487,1
Angelus de Clavasio,6538052,1486,1
"Angelus, Johannes",[Ulm,1485,1
"Angelus, Johannes",c. 1490],1485,1
Bernardus de Gordonio,IT,1487,1
Angelus de Clavasio,Nuremberg,1488,1
Angelus de Clavasio,[Peter Drach],1488,1
Angelus de Clavasio,Anton Koberger,1488,1
Angelus de Clavasio,28 Aug. 1488,1488,1
Angelus de Clavasio,11.0775,1488,1
Bernardus Parmensis,7285161,1480,1
Bernardus Parmensis,FR,1488,1
Angelus de Clavasio,2830582,1488,1
Angelus de Clavasio,9 Oct. 1489,1489,1
Angelus de Clavasio,48.58,1489,1
Anianus,Strassburg,1488,1
Bernardus Parmensis,CH,1480,1
Angelus de Fossambruno,Antonius de Carcano,1482,1
Angelus de Fossambruno,about 1482],1482,1
Anianus,10 Feb. 1488/89,1489,1
"Annius, Johannes, Viterbiensis",Genoa,1480,1
"Annius, Johannes, Viterbiensis",Leipzig,1481,1
"Annius, Johannes, Viterbiensis",[Heinrich Quentell],1482,1
"Annius, Johannes, Viterbiensis",Nuremberg,1485,1
"Annius, Johannes, Viterbiensis",8 Dec. 1480,1480,1
"Annius, Johannes, Viterbiensis",13 Feb. 1482,1482,1
"Annius, Johannes, Viterbiensis",12.37,1481,1
"Annius, Johannes, Viterbiensis",6.96,1482,1
"Annius, Johannes, Viterbiensis",about 1485],1485,1
"Annius, Johannes, Viterbiensis",2886242,1482,1
"Anselmus Nepos, Georgius",[Parma,1489,1
Antichristus,Memmingen,1486,1
Antichristus,3220886,1486,1
Antoninus Florentinus,31 July 1484,1484,1
Antoninus Florentinus,3176959,1481,1
Antoninus Florentinus,4.36,1482,1
Bernardus Parmensis,44.49,1487,1
Antoninus Florentinus,Leonardus Pachel and Uldericus Scinzenzeler,1485,1
Antoninus Florentinus,Peter Drach],1487,1
Antoninus Florentinus,Martin Flach (printer of Strassburg),1488,1
Antoninus Florentinus,"Printer of Guido, 'Casus longi'",1488,1
Bernardus Parmensis,50.88,1484,1
Antoninus Florentinus,about 1486],1486,1
Bernardus Parmensis,11.35,1487,1
Antoninus Florentinus,9.19,1485,1
Bernardus Parmensis,7 Sept. 1488,1488,1
Bernardus Parmensis,Henricus de Harlem and Johannes Walbeck,1487,1
Bernardus Parmensis,Rodolphus Loeffs de Driel,1484,1
Bernardus Parmensis,[Printer of the 1483 Jordanus de Quedlinburg (Georg Husner)],1484,1
Antoninus Florentinus,Bartolommeo di Libri],1488,1
Antoninus Florentinus,18 Feb. 1485,1485,1
Antoninus Florentinus,13 July 1486,1486,1
Antoninus Florentinus,12.49,1485,1
Antoninus Florentinus,11.26,1488,1
Antoninus Florentinus,43.77,1480,1
Bernardus Parmensis,Michael Wenssler,1480,1
Antoninus Florentinus,6542283,1483,1
Antoninus Florentinus,[before 1487],1486,1
Antoninus Florentinus,12.34,1488,1
Antoninus Florentinus,45.43,1488,1
Antoninus Florentinus,12.34,1485,1
Antoninus Florentinus,45.43,1485,1
Antoninus Florentinus,[Basel,1485,1
Antoninus Florentinus,1485,1485,1
Antonio da Rieti,[Florence,1485,1
Antoninus Florentinus,Heinrich Quentell],1484,1
Antoninus Florentinus,Heinrich Quentell,1486,1
Antonio da Rieti,"Nicolaus Laurentii, Alamanus?",1485,1
Antonio (Bettini) da Siena,Eucharius Silber,1480,1
Antonio (Bettini) da Siena,41.89,1480,1
Antoninus Florentinus,7.59,1484,1
Antonio (Bettini) da Siena,IT,1480,1
Antonio da Rieti,3176959,1485,1
Antoninus Florentinus,7285161,1484,1
Antonius Abbas Magnus,Printer of the Champion des Dames (Jean Du Pré (printer of Lyons)?),1488,1
Antonius Abbas Magnus,about 1488],1488,1
Antonius Abbas Magnus,2996944,1488,1
"Antonius Nebrissensis, Aelius",Salamanca,1482,1
"Antonius Nebrissensis, Aelius","[Printer of Nebrissensis, 'Introductiones']",1482,1
Bernardus Claravallensis,Antoine Caillaut,1489,1
"Antonius Nebrissensis, Aelius",[Salamanca,1489,1
"Antonius Nebrissensis, Aelius",10 Nov. 1481,1481,1
"Antonius Nebrissensis, Aelius",-5.66,1481,1
Bernardus de Gordonio,IT,1486,1
"Antonius Nebrissensis, Aelius",41.5,1487,1
"Antonius Nebrissensis, Aelius",ES,1483,1
"Antonius Nebrissensis, Aelius",2510911,1481,1
"Antonius Nebrissensis, Aelius",3111108,1482,1
"Antonius Nebrissensis, Aelius",ES,1489,1
Antonius de Prato Veteri,Milan,1486,1
Antonius de Prato Veteri,[Johannes Antonius de Honate],1486,1
Antonius de Prato Veteri,Johannes Siber,1485,1
Antonius de Prato Veteri,13 Jan. 1486,1486,1
Bernardus de Gordonio,40.84,1480,1
Antonius de Prato Veteri,9.19,1481,1
Antonius de Prato Veteri,[about 1485],1485,1
Antonius de Prato Veteri,9.19,1486,1
Antonius de Prato Veteri,45.46,1481,1
Antonius de Prato Veteri,4.84,1485,1
Antonius de Prato Veteri,45.46,1486,1
Bernardus de Gordonio,"Andreas Belfortis, Gallus",1487,1
Bernardus de Gordonio,"Andreas Belfortis, Gallus",1486,1
Apollonius de Tyro,Geneva,1482,1
Bernardus Claravallensis,9.16,1482,1
Apollonius de Tyro,about 1488],1488,1
Apollonius de Tyro,6.14,1482,1
Bernardus Claravallensis,9 June 1481,1481,1
Apollonius de Tyro,12.34,1487,1
Apollonius de Tyro,48.37,1488,1
Apollonius de Tyro,6557107,1488,1
Bernardus Claravallensis,18 Dec. 1482,1482,1
Arator,[about 1490],1488,1
"Apuleius Madaurensis, Lucius",11.54,1488,1
Arator,NL,1488,1
Arator,2756987,1488,1
"Argellata, Petrus de",Benedictus Genuensis,1480,1
"Arculanus, Johannes",24 Jan. 1489,1489,1
"Arculanus, Johannes",IT,1489,1
"Arculanus, Johannes",6299592,1489,1
"Arienti, Giovanni Sabbadino degli",Henricus de Colonia,1483,1
Aristeas,[Printer of Aristeas (H 1655*),1483,1
"Arienti, Giovanni Sabbadino degli",30 Apr. 1483,1483,1
Aristeas,14]83,1483,1
Aristeas,11.02,1483,1
Aristeas,50.97,1483,1
"Arienti, Giovanni Sabbadino degli",IT,1483,1
"Ariostis, Alexander de",IT,1486,1
"Arienti, Giovanni Sabbadino degli",3181928,1483,1
"Ariostis, Alexander de",3181928,1486,1
Aristeas,6549746,1483,1
Aristoteles,Venice,1482,1
Bernardus Claravallensis,6.96,1482,1
Bernardus Claravallensis,[Philippe Pigouchet],1489,1
Aristoteles,12.34,1489,1
Bernardus Claravallensis,DE,1482,1
Bernardus Claravallensis,43.6,1489,1
Aristoteles,12.49,1480,1
Aristoteles,IT,1480,1
Aristoteles,[Cologne,1489,1
Aristoteles,Heinrich Quentell,1487,1
Aristoteles,-0.88,1489,1
Aristoteles,6.96,1489,1
Aristoteles,48.86,1488,1
Aristoteles,50.94,1489,1
Aristoteles,FR,1488,1
Aristoteles,3104324,1489,1
Aristoteles,2886242,1487,1
Aristoteles,Baptista de Tortis,1484,1
Aristoteles,27 Jan. 1484,1484,1
Aristoteles,IT,1484,1
Aristoteles,[about 1480],1481,1
Aristoteles,[Simon Koch (Mentzer)],1488,1
Aristoteles,2874545,1488,1
Aristoteles,[Reutlingen,1483,1
Aristoteles,[Venice],1482,1
Aristoteles,Louis Martineau,1484,1
Aristoteles,Robin Fouquet and Jean Crès,1484,1
Aristoteles,22 June 1481,1481,1
Bernardus Claravallensis,50.94,1482,1
Aristoteles,3030402,1484,1
Aristoteles,Ulrich Gering,1480,1
Armandus de Bellovisu,11.88,1482,1
Aristoteles,6455259,1480,1
Arnaldus de Palatio,FR,1483,1
Arnoldus de Villa Nova,Milan,1483,1
Arnoldus de Villa Nova,about 1485],1485,1
Arnoldus de Villa Nova,IT,1483,1
Arnoldus de Villa Nova,Augsburg,1482,1
Arnoldus de Villa Nova,[Strassburg,1484,1
Arnoldus de Villa Nova,Anton Sorg,1483,1
Arnoldus de Villa Nova,Johann Schönsperger,1484,1
Arnoldus de Villa Nova,about 1483],1483,1
Arnoldus de Villa Nova,24 Mar. 1484,1484,1
Arnoldus de Villa Nova,7.75,1483,1
Arnoldus de Villa Nova,10.89,1484,1
Arnoldus de Villa Nova,48.37,1484,1
Arnoldus de Villa Nova,DE,1483,1
Arnoldus de Villa Nova,6557107,1482,1
Arnoldus de Villa Nova,2973783,1483,1
"Burtius, Nicolaus",Bologna,1487,1
"Butrio, Antonius de",Leonardus Pachel,1488,1
"Butrio, Antonius de",9.19,1488,1
"Butrio, Antonius de",12.34,1485,1
"Butrio, Antonius de",IT,1488,1
"Butrio, Antonius de",IT,1485,1
"Butrio, Antonius de",DE,1486,1
"Caccialupis, Johannes Baptista de",Siena,1486,1
"Bernardus, Johannes",Milan,1489,1
"Caccialupis, Johannes Baptista de",Henricus de Colonia,1489,1
"Caccialupis, Johannes Baptista de",20 Sept. 1487,1487,1
"Caccialupis, Johannes Baptista de",11.33,1489,1
"Caccialupis, Johannes Baptista de",43.32,1488,1
"Caccialupis, Johannes Baptista de",IT,1489,1
"Caccialupis, Johannes Baptista de",6541466,1484,1
Bernardus Claravallensis,Toulouse,1489,1
"Caesar, Gaius Julius",30 June 1480,1480,1
"Caesar, Gaius Julius",12.24,1480,1
"Caesar, Gaius Julius",12.34,1482,1
Bernardus Claravallensis,45.54,1486,1
"Caesar, Gaius Julius",IT,1480,1
Bernardus Claravallensis,"Boninus de Boninis, de Ragusia",1486,1
"Caesar, Gaius Julius",3164603,1482,1
"Caesar, Gaius Julius",[Pierre Levet],1486,1
Caesarius de Heisterbach,"Johann Koelhoff, the Elder",1481,1
"Caesar, Gaius Julius",FR,1486,1
"Calderinus, Domitius",about 1480],1480,1
"Calderinus, Johannes",49.32,1481,1
"Calderinus, Johannes",Pavia,1488,1
"Calderinus, Johannes",Franciscus Girardengus and Johannes Antonius Birreta,1488,1
"Campanus, Johannes Antonius",Matthaeus Cerdonis,1482,1
"Campanus, Johannes Antonius",45.41,1482,1
"Capitaneis, Thomas ex, de Colleonibus",Bartholomaeus Guldinbeck,1483,1
Bernardus Claravallensis,28 Aug. 1486,1486,1
"Capotius, Priamus",12.37,1488,1
"Caracciolus, Robertus",not after 1484],1484,1
Bernardus Claravallensis,Peter van Os,1486,1
"Caracciolus, Robertus",7285161,1480,1
"Caracciolus, Robertus",10.89,1489,1
"Caracciolus, Robertus",DE,1489,1
"Caracciolus, Robertus","Mathias Huss, for Ludovicus de Venetia",1488,1
"Caracciolus, Robertus",1488,1488,1
"Caracciolus, Robertus",FR,1488,1
"Caracciolus, Robertus",[Ulm,1486,1
"Caracciolus, Robertus",1486],1486,1
"Caracciolus, Robertus",FR,1485,1
"Carcano, Michael de",[Milan,1482,1
"Carafa, Diomede","Mathias Moravus, for Giovan Marco da Parma",1489,1
"Bernardus, Johannes",6542283,1489,1
"Carcano, Michael de",IT,1484,1
"Carcano, Michael de",6542283,1482,1
"Carcano, Michael de",11 Dec. 1487,1487,1
Carolus Magnus,Milan,1483,1
Carolus Magnus,Leonardus Pachel and Uldericus Scinzenzeler,1483,1
Carolus IV,[6 Sept. 14]84,1484,1
Carolus IV,48.58,1485,1
Carolus Magnus,IT,1483,1
"Bernardus, Johannes",IT,1489,1
Carolus VII,Nicolaus Philippi,1488,1
Carolus VII,26 Aug. 1484,1484,1
Carolus VII,1486,1486,1
"Bernardus, Johannes",23 Feb. 1489,1489,1
"Carolus VIII, Rex Francorum",FR,1484,1
"Carvajal, Bernardinus",after 1 Nov. 1482],1482,1
"Carvajal, Bernardinus",12.49,1482,1
"Carvajal, Toribio de, commissary",-4.73,1482,1
"Carvajal, Toribio de, commissary",41.65,1482,1
Carolus VIII,6454707,1485,1
"Carvajal, Bernardinus",3169071,1484,1
"Cassianus, Johannes",Basel,1485,1
"Bernardus, Johannes","Leonardus Pachel, for Raphael Peragallus",1489,1
"Cassianus, Johannes",[Johann Amerbach,1485,1
Bernardinus Senensis,11.33,1487,1
"Caspar zu Rhein, bishop of Basel",not before 27 May 1488],1488,1
"Cassianus, Johannes",after 24 Sept.] 1485,1485,1
"Castrovol, Petrus de",Lérida,1489,1
"Castrovol, Petrus de",Heinrich Botel,1489,1
"Castello, Amadeus Justinus de",11.33,1488,1
"Bernardus, Johannes",[Milan?,1480,1
"Castello, Amadeus Justinus de",43.32,1488,1
Bernardus,[Venice,1485,1
Bernardino da Feltre,IT,1489,1
"Castrovol, Petrus de",1489,1489,1
"Catharina de Suecia, S",before 26 June 1487],1487,1
"Catharina de Suecia, S",2673730,1487,1
"Cato, Dionysius",[Reutlingen,1486,1
"Cato, Dionysius",Mathias Moravus,1480,1
"Cato, Dionysius",1485,1485,1
"Cato, Dionysius",1 Mar. 1485,1485,1
"Cato, Dionysius",14.25,1480,1
