year_of_publication,country_of_publication,primary_language_code,count
1827,fr,fre,37
1827,XA-FR,lat,34
1827,XA-DE,lat,34
1827,ZZ,fre,33
1827,,lat,33
1827,fi,lat,30
1827,XA-FI,lat,27
1827,XA-NL,lat,25
1827,XG-DR,ger,23
1827,XD-US,eng,20
1827,ZZ,eng,20
1827,nl,lat,16
1827,XA-CH,ger,13
1827,XA-AT,ger,13
1827,XA-BE,lat,12
1827,XA-BE,fre,12
1827,ZZ,lat,10
1827,gw,ger,10
1827,XA-SE,swe,9
1827,ZZ,ng,8
1827,XA-IT,lat,8
1827,,eng,8
1827,XG-DR,lat,8
1827,XA-ES,spa,7
1827,XA-FR,spa,6
1827,sw,lat,6
1827,XA-FR,,6
1827,fr,lat,6
1827,XA-SE,lat,6
1827,XA-NL,fre,6
1827,ZZ,,6
1827,sw,swe,5
1827,fr,fra,5
1827,de,dui,4
1827,XA-GB,,4
1827,XA-FR,ita,4
1827,XA-DK,dan,4
1827,XA-EE,ger,4
1827,ZZ,ita,4
1827,XA-GB,fre,3
1827,xx,ger,3
1827,fi,swe,3
1827,PT,por,3
1827,gb,eng,3
1827,nl,fra,3
1827,XA-CH,fre,3
1827,XA-ES,por,3
1827,XA-DK,,2
1827,be,lat,2
1827,de,lat,2
1827,XB-TM,ng,2
1827,XA-PL,lat,2
1827,XA-RU,fre,2
1827,XA-FI,swe,2
1827,XA-DXDE,ger,2
1827,er,ger,2
1827,,ita,2
1827,xxk,eng,2
1827,XA-CZ,ger,2
1827,br,fra,2
1827,XD-US,fre,2
1827,XA-BE,,2
1827,XA-IT,fre,2
1827,XA-IT,,2
1827,XA-NL,eng,2
1827,pl,ger,2
1827,XB-IN,eng,2
1827,XA-GB,lat,2
1827,XA-SU,fre,2
1827,XB-JP,jpn,2
1827,XA-CH,ita,2
1827,XA-PL,pol,2
1827,,nob,2
1827,XA-PT,por,2
1827,fr,mmm,1
1827,au,ger,1
1827,oo,fre,1
1827,XA-NL,ger,1
1827,XA-FR,grc,1
1827,gw,lat,1
1827,gw,swe,1
1827,no,dan,1
1827,ES,por,1
1827,nl,ned,1
1827,ru,fre,1
1827,nl,,1
1827,XA-FR,mul,1
1827,XA-RU,lat,1
1827,XG-AX,ger,1
1827,fr,ita,1
1827,FR,por,1
1827,XA-HR,lat,1
1827,ne,fre,1
1827,XA-CH,,1
1827,ZZ,grc,1
1828,XA-FR,fre,480
1828,XA-GB,eng,251
1828,,ger,211
1828,XA-DE,ger,210
1828,,,169
1828,XA-DE,lat,106
1828,,fre,90
1828,XA-IT,ita,77
1828,ZZ,ger,70
1828,fr,fre,38
1828,XD-US,eng,37
1828,XA-NL,lat,33
1828,ZZ,eng,32
1828,,lat,31
1828,XG-DR,ger,22
1828,XA-FR,lat,21
1828,gw,ger,21
1828,ZZ,lat,21
1828,ZZ,fre,19
1828,XA-SE,swe,17
1828,nl,lat,16
1828,sw,swe,15
1828,ZZ,,13
1828,XG-DR,lat,13
1828,XA-DK,dan,12
1828,XA-IT,lat,10
1828,XA-CH,ger,10
1828,XA-ES,spa,9
1828,gw,lat,9
1828,ZZ,ng,9
1828,pl,pol,7
1828,XA-PT,por,7
1828,XA-PL,ger,6
1828,XA-IT,fre,6
1828,XA-CH,fre,6
1828,be,lat,6
1828,XA-BE,lat,6
1828,XA-DE,fre,5
1828,XA-FR,ger,5
1828,XA-BE,fre,5
1828,gb,eng,5
1828,XA-RU,fre,5
1828,XB-PH,spa,4
1828,xxk,eng,4
1828,XA-GB,lat,4
1828,XA-AT,ger,4
1828,,ita,4
1828,XA-RU,lat,4
1828,XA-NL,dut,4
1828,FR,por,4
1828,de,lat,4
1828,XA-FR,spa,4
1828,xx,ger,4
1828,XA-GB,gae,4
1828,XD-US,ger,3
1828,,eng,3
1828,XA-DXDE,ger,3
1828,XA-RU,ger,3
1828,XA-DK,,3
1828,nl,ned,3
1828,de,dui,3
1828,XA-DK,lat,3
1828,XA-FR,,3
1828,xr,ger,2
1828,XA-HU,lat,2
1828,XA-PL,lat,2
1828,ZZ,ita,2
1828,XA-FR,mul,2
1828,ZZ,ben,2
1828,XA-NL,fre,2
1828,,dan,2
1828,ru,ger,2
1828,fr,lat,2
1828,XD-PE,,2
1828,XA-NL,eng,2
1828,ZZ,spa,2
1828,XD-CA,eng,2
1828,sw,lat,2
1828,XB-IN,san,2
1828,XD-US,fre,2
1828,XA-DXDE,,2
1828,XA-FR,grc,2
1828,XD-US,,2
1828,er,ger,2
1828,dk,lat,2
1828,XA-CH,lat,2
1828,XA-IE,eng,2
1828,enk,eng,2
1828,XA-DE,eng,1
1828,sw,,1
1828,,fra,1
1828,XA-CSHH,ger,1
1828,XA-EE,ger,1
1828,dk,dan,1
1828,XA-HR,lat,1
1828,ZZ,dut,1
1828,ge,ger,1
1828,xr,lat,1
1828,XA-DE,grc,1
1828,ZZ,dan,1
1828,XA-DK,mul,1
1828,XA-CZ,ger,1
1828,XA-AT,fre,1
1828,ZZ,por,1
1828,fr,...,1
1828,XB-IN,ori,1
1828,pl,ger,1
1828,fi,swe,1
1828,XA-DE,mul,1
1828,XA-DK,ger,1
1828,ch,fre,1
1829,XA-FR,fre,614
1829,XA-GB,eng,286
1829,XA-DE,ger,167
1829,,,156
1829,,ger,131
1829,,fre,80
1829,XA-IT,ita,70
1829,ZZ,ger,61
1829,XA-DE,lat,54
1829,ZZ,fre,50
1829,,lat,43
1829,XD-US,eng,42
1829,fr,fre,40
1829,ZZ,lat,32
1829,XA-FR,lat,31
1829,XA-IT,lat,23
1829,ZZ,eng,22
1829,XA-BE,fre,21
1829,gw,ger,18
1829,XA-NL,lat,18
1829,XA-BE,lat,18
1829,XG-DR,ger,16
1829,,eng,15
1829,XA-CH,ger,12
1829,be,fra,10
1829,XA-DK,lat,10
1829,XA-AT,ger,10
1829,XA-ES,spa,9
1829,XA-SE,swe,9
1829,ZZ,,9
1829,XA-RU,fre,9
1829,nl,lat,8
1829,XA-PL,ger,8
1829,XA-RU,ger,8
1829,XA-DK,dan,7
1829,ZZ,re,5
1829,fr,lat,5
1829,XA-RU,rus,5
1829,XA-DXDE,ger,5
1829,XA-FR,ger,5
1829,be,lat,5
1829,XA-IE,eng,5
1829,XG-DR,lat,4
1829,XA-BE,,4
1829,ZZ,ng,4
1829,gb,eng,4
1829,de,dui,4
1829,,nob,4
1829,XA-NO,nob,4
1829,XD-US,ger,4
1829,XA-NL,eng,4
1829,XA-IT,grc,4
1829,xx,ger,3
1829,XA-HR,lat,3
1829,PT,por,3
1829,sw,swe,3
1829,XA-HU,lat,3
1829,FR,por,3
1829,XA-DK,ice,3
1829,fr,fra,3
1829,XA-CZ,ger,3
1829,li,pol,3
1829,it,ita,2
1829,XA-FR,,2
1829,dk,ice,2
1829,XA-DK,,2
1829,sw,lat,2
1829,ZZ,er,2
1829,no#,nob,2
1829,XB-LA,lat,2
1829,ZZ,nd,2
1829,pl,pol,2
1829,XA-RU,lat,2
1829,XA-GB,,2
1829,nl,fra,2
1829,ZZ,at,2
1829,XA-IT,,2
1829,XA-LT,pol,2
1829,XA-SE,lat,2
1829,XA-DK,mul,2
1829,no,dan,2
1829,,ita,2
1829,XA-NL,fre,2
1829,XA-DE,eng,2
1829,XA-GB,wel,2
1829,gs,ger,2
1829,XA-RU,eng,2
1829,XA-NL,dut,2
1829,xr,ger,1
1829,xxr,mul,1
1829,fr,ger,1
1829,XA-RU,mul,1
1829,ru,mmm,1
1829,XA-DE,mul,1
1829,XA-SU,fre,1
1829,xx,swe,1
1829,ru,ger,1
1829,fr,mul,1
1829,XG-AX,ger,1
1829,XA-FR,o,1
1829,XA-NO,nor,1
1829,xxk,eng,1
1829,gw,fre,1
1829,XA-CH,fre,1
1829,xx,,1
1829,fi,lat,1
1829,fr,,1
1829,XA-DE,grc,1
1829,XA-SUHH,,1
1829,XA-DE,dut,1
1829,XA-SU,mul,1
1829,dk,dan,1
1829,XA-FR,mul,1
1829,XA-GB,lat,1
1829,XA-NL,,1
1830,XA-FR,fre,438
1830,XA-GB,eng,301
1830,,,183
1830,,ger,145
1830,XA-DE,ger,144
1830,XA-IT,ita,108
1830,,fre,79
1830,XA-DE,lat,75
1830,,lat,55
1830,ZZ,ger,46
1830,XA-CH,ger,46
1830,fr,fre,44
1830,XA-NL,lat,35
1830,XA-FR,lat,33
1830,ZZ,fre,30
1830,XD-US,eng,28
1830,nl,lat,25
1830,ZZ,eng,25
1830,XA-IT,lat,24
1830,ZZ,lat,23
1830,XG-DR,ger,22
1830,gw,ger,17
1830,ZZ,ng,14
1830,XA-BE,fre,14
1830,XA-DXDE,ger,12
1830,ZZ,,12
1830,XA-IT,fre,11
1830,,eng,11
1830,XD-MX,spa,10
1830,XA-LT,ger,10
1830,XA-IE,eng,9
1830,XA-AT,ger,8
1830,XA-DK,ger,7
1830,XA-CZ,ger,6
1830,XA-CH,fre,6
1830,sw,swe,6
1830,XA-DE,fre,5
1830,XD-PE,spa,5
1830,XA-NL,fre,5
1830,XA-FR,,5
1830,de,dui,5
1830,nl,fra,4
1830,fr,lat,4
1830,XA-FR,mul,4
1830,XA-GB,,4
1830,XG-DR,lat,4
1830,de,lat,4
1830,pl,pol,4
1830,XA-IT,o,4
1830,xx,fre,3
1830,sz,ger,3
1830,gb,eng,3
1830,XB-IN,eng,3
1830,XA-PL,ger,3
1830,XA-NL,eng,3
1830,xr,ger,3
1830,XA-SK,lat,3
1830,FR,por,3
1830,XA-ES,fre,2
1830,XA-BE,lat,2
1830,xx,,2
1830,ZZ,nd,2
1830,XA-IT,ger,2
1830,zz,fre,2
1830,XD-US,,2
1830,XA-GB,fre,2
1830,XA-ES,spa,2
1830,XA-CH,ita,2
1830,ZZ,re,2
1830,XA-HU,lat,2
1830,XA-PL,pol,2
1830,XA-ES,lat,2
1830,xx,ger,2
1830,XA-BE,,2
1830,XA-IT,,2
1830,fr,fra,2
1830,XA-DE-HH,ger,2
1830,XA-RU,fre,2
1830,GB,por,2
1830,XA-DE,mul,2
1830,XA-CZ,eng,2
1830,,dan,2
1830,dk,dui,2
1830,es,spa,1
1830,xxu,eng,1
1830,XA-NL,o,1
1830,nl,,1
1830,XA-DE,eng,1
1830,ru,rus,1
1830,ru,lat,1
1830,dk,dan,1
1830,XA-DE,ita,1
1830,XA-DE,,1
1830,au,lat,1
1830,pl,lat,1
1830,ZZ,wel,1
1830,XA-RU,rus,1
1830,XA-CSHH,ger,1
1830,XA-CH,,1
1830,gw,lat,1
1830,XA-RU,ger,1
1830,XA-SE,,1
1830,oo,ger,1
1830,xx,zxx,1
1830,XA-SE,swe,1
1830,XG-AX,ger,1
1830,,fra,1
1830,fr,,1
1830,li,ger,1
1830,bn,lat,1
1830,lv,ger,1
1830,enk,eng,1
1830,XD-CA,eng,1
1830,XA-GB,wel,1
1830,XD-BR,fre,1
1830,it,ita,1
1831,XA-FR,fre,27
1831,gw,ger,21
1831,fr,fre,15
1831,sw,swe,12
1831,XA-DE,ger,11
1831,xxk,eng,10
1831,de,dui,6
1831,xx,ger,6
1831,nl,lat,5
1831,XA-IT,ita,5
1831,XA-SE,swe,4
1831,ZZ,ger,4
1831,no,dan,3
1831,XA-DXDE,ger,3
1831,xr,ger,3
1831,au,ger,3
1831,XA-FR,lat,2
1831,XA-AT,ger,2
1831,pl,pol,2
1831,at,dui,2
1831,XG-DR,ger,2
1831,XA-NL,lat,2
1831,FR,por,2
1831,sw,lat,1
1831,xx,,1
1831,XA-SE,,1
1831,nl,mnd,1
1831,sz,ger,1
1831,oo,ger,1
1831,ge,ger,1
1831,un,ger,1
1831,xx,pol,1
1831,fr,,1
1831,XA-GB,eng,1
1831,XA-CH,ger,1
1831,XG-DR,fre,1
1831,ru,fre,1
1831,enk,eng,1
1831,ZZ,fre,1
1831,XD-US,eng,1
1831,PT,por,1
1831,gb,eng,1
1831,gw,lat,1
1831,DX,por,1
1831,er,lat,1
1831,,ger,1
1831,XA-FR,,1
1831,XA-HR,lat,1
1831,xxu,eng,1
1831,fr,lat,1
1832,nl,lat,38
1832,XA-FR,fre,30
1832,fr,fre,28
1832,sw,swe,13
1832,gw,ger,11
1832,fr,fra,10
1832,XA-NL,lat,10
1832,XA-FR,lat,8
1832,XA-DE,ger,8
1832,XA-GB,eng,5
1832,er,lat,4
1832,xr,ger,4
1832,XA-DE,lat,4
1832,xx,ger,3
1832,fi,swe,3
1832,PT,por,3
1832,ZZ,lat,2
1832,xx,,2
1832,XA-GB,,2
1832,gb,eng,2
1832,XA-IT,ita,2
1832,FR,por,2
1832,gb,lat,2
1832,de,lat,2
1832,XD-US,,2
1832,XA-FR,,2
1832,XG-DR,ger,1
1832,XG-DR,lat,1
1832,au,ger,1
1832,XA-FR,mul,1
1832,XB-IN,ori,1
1832,ZZ,ger,1
1832,XA-DXDE,ger,1
1832,no#,nob,1
1832,XA-HU,lat,1
1832,pl,pol,1
1832,ZZ,eng,1
1832,fr,lat,1
1832,GB,por,1
1832,XA-IT,fre,1
1832,ZZ,,1
1832,sw,lat,1
1832,de,dui,1
1832,XA-FR,grc,1
1832,XA-AT,ger,1
1833,XA-FR,fre,34
1833,fr,fre,27
1833,nl,lat,23
1833,gw,ger,14
1833,gb,eng,8
1833,de,dui,8
1833,sw,swe,6
1833,xxk,eng,6
1833,XA-DE,ger,5
1833,XA-DE,lat,5
1833,ZZ,ger,4
1833,pl,pol,4
1833,XA-FR,lat,3
1833,be,fra,3
1833,de,lat,3
1833,XA-CH,ger,2
1833,XA-RU,fre,2
1833,XA-FR,,2
1833,PT,por,2
1833,XA-ES,spa,2
1833,xx,ger,2
1833,xxk,lat,2
1833,XA-AT,ger,1
1833,gw,lat,1
1833,fr,fra,1
1833,ZZ,lat,1
1833,stk,eng,1
1833,pl,lat,1
1833,xx,,1
1833,XA-GB,eng,1
1833,ZZ,eng,1
1833,XA-IT,ita,1
1833,XA-PL,ger,1
1833,XA-HU,lat,1
1833,ZZ,fre,1
1833,gw,,1
1833,er,lat,1
1833,XA-RU,rus,1
1833,XA-RU,ger,1
1833,XD-US,eng,1
1833,FR,por,1
1833,xxu,eng,1
1833,ru,rus,1
1834,fr,fre,49
1834,gw,ger,19
1834,sw,swe,13
1834,nl,lat,10
1834,FR,por,7
1834,de,dui,6
1834,gb,eng,5
1834,fr,fra,5
1834,xx,,5
1834,PT,por,4
1834,au,ger,4
1834,XA-FR,fre,4
1834,XA-DE,ger,4
1834,XA-IT,lat,3
1834,xxk,eng,3
1834,pl,pol,3
1834,xx,ger,3
1834,de,lat,2
1834,XA-ES,spa,2
1834,pl,lat,2
1834,XA-AT,ger,2
1834,XA-FR,,2
1834,be,fra,2
1834,XA-GB,eng,2
1834,er,lat,1
1834,XB-IN,ben,1
1834,fr,...,1
1834,XB-IN,eng,1
1834,gs,ger,1
1834,xr,lat,1
1834,xx,eng,1
1834,xxu,eng,1
1834,ru,lat,1
1834,ZZ,fre,1
1834,xr,ger,1
1834,gw,,1
1834,pl,ger,1
1834,lv,ger,1
1834,fr-,fre,1
1834,fr,mmm,1
1834,no,dan,1
1834,ZZ,ger,1
1834,be,fre,1
1834,BE,por,1
1834,enk,eng,1
1835,fr,fre,36
1835,nl,lat,21
1835,gw,ger,20
1835,sw,swe,8
1835,fr,fra,7
1835,de,lat,6
1835,XA-GB,eng,6
1835,xxk,eng,5
1835,gb,eng,4
1835,xr,ger,4
1835,XA-DE,ger,4
1835,xx,,3
1835,xx,ger,3
1835,be,fra,2
1835,sz,fre,2
1835,gs,ger,2
1835,PT,por,2
1835,au,ger,2
1835,ZZ,ger,2
1835,fr,mul,2
1835,id,eng,2
1835,ch,fre,2
1835,ru,fre,2
1835,nl,fra,2
1835,,mis,2
1835,ar,spa,1
1835,fr,...,1
1835,ne,fre,1
1835,FR,por,1
1835,fr,grc,1
1835,XD-US,,1
1835,fr,spa,1
1835,pl,pol,1
1835,oo,ger,1
1835,ii,eng,1
1835,bn,ger,1
1835,BE,por,1
1835,sz,ger,1
1835,dk,dan,1
1835,no,mul,1
1835,gw,lat,1
1835,XA-DXDE,ger,1
1835,XA-CZ,mul,1
1835,XA-FR,fre,1
1835,xx,swe,1
1835,er,lat,1
1835,ZZ,fre,1
1835,xxu,eng,1
1835,lv,ger,1
1835,|,,1
1836,fr,fre,47
1836,gw,ger,28
1836,nl,lat,15
1836,fr,fra,9
1836,XA-FR,fre,8
1836,XA-GB,eng,7
1836,de,dui,7
1836,pl,pol,6
1836,XA-DE,ger,6
1836,gb,eng,6
1836,sw,lat,6
1836,xx,,5
1836,sw,swe,5
1836,xr,ger,4
1836,no,dan,4
1836,PT,por,4
1836,XA-HU,lat,3
1836,xxk,eng,3
1836,XA-IT,lat,2
1836,at,lat,2
1836,au,ger,2
1836,au,lat,2
1836,xx,fre,2
1836,fr,lat,2
1836,XA-NO,nor,2
1836,XA-PL,pol,2
1836,nl,ned,2
1836,nl,grk,2
1836,gw,lat,2
1836,li,pol,2
1836,fr,grk,2
1836,XG-DR,ger,1
1836,at,ger,1
1836,ne,lat,1
1836,XA-CH,ita,1
1836,XA-CH,fre,1
1836,fr,ger,1
1836,gw,,1
1836,,dui,1
1836,BE,por,1
1836,no,nor,1
1836,XA-AT,ger,1
1836,pl,lat,1
1836,XA-FR,lat,1
1836,un,ger,1
1836,XA-IT,ita,1
1836,ZZ,ger,1
1836,DX,por,1
1836,,fra,1
1836,er,ger,1
1836,de,lat,1
1836,xx,ger,1
1836,DE,por,1
1836,be,fre,1
1836,XA-NO,,1
1836,xx,zxx,1
1836,er,lat,1
1836,XA-CH,ger,1
1837,fr,fre,31
1837,gw,ger,20
1837,nl,lat,13
1837,gb,eng,10
1837,de,dui,9
1837,xxk,eng,8
1837,XA-GB,eng,8
1837,sw,swe,7
1837,sw,lat,6
1837,xr,ger,5
1837,fr,fra,5
1837,XA-FR,fre,5
1837,be,fre,5
1837,PT,por,5
1837,xx,ger,4
1837,xx,,4
1837,nl,dui,4
1837,XA-IT,ita,3
1837,gw,lat,3
1837,XA-CH,ger,3
1837,ZZ,ger,3
1837,dk,dee,2
1837,oo,ger,2
1837,dk,dan,2
1837,nl,chi,2
1837,XA-HU,lat,2
1837,pl,pol,2
1837,,fra,2
1837,xx,eng,2
1837,XA-DE,ger,2
1837,nl,jap,2
1837,ru,fre,2
1837,xr,zxx,1
1837,li,pol,1
1837,,dui,1
1837,au,lat,1
1837,xr,lat,1
1837,sz,ger,1
1837,no,dan,1
1837,au,ger,1
1837,ru,ger,1
1837,FR,por,1
1837,BE,por,1
1837,be,fra,1
1837,XA-DXDE,ger,1
1837,xxk,ger,1
1837,fi,swe,1
1837,XA-FR,lat,1
1837,fr,zxx,1
1837,XA-SE,swe,1
1837,xxu,eng,1
1837,ch,mul,1
1837,fr,mul,1
1837,ch,mmm,1
1838,fr,fre,45
1838,sw,lat,18
1838,gw,ger,17
1838,nl,lat,12
1838,XA-GB,eng,11
1838,de,lat,8
1838,pl,pol,8
1838,gb,eng,7
1838,nl,fra,5
1838,xx,,5
1838,fr,lat,4
1838,XA-FR,fre,4
1838,de,dui,4
1838,fr,fra,4
1838,xxk,eng,4
1838,sw,swe,4
1838,xx,ger,3
1838,no,dan,3
1838,XA-CH,ger,2
1838,er,ger,2
1838,it,lat,2
1838,er,lat,2
1838,xx,eng,2
1838,gw,lat,2
1838,nl,ned,2
1838,sz,mul,1
1838,gw,nor,1
1838,xr,ger,1
1838,xr,lat,1
1838,BE,por,1
1838,GB,por,1
1838,sz,ger,1
1838,XA-GB,,1
1838,no,nob,1
1838,ZZ,ger,1
1838,no,mul,1
1838,nl,fre,1
1838,us,eng,1
1838,it,ita,1
1838,XA-IT,lat,1
1839,gw,ger,24
1839,fr,fre,21
1839,nl,lat,19
1839,sw,swe,16
1839,gb,eng,7
1839,sw,lat,7
1839,de,dui,6
1839,xxk,eng,6
1839,fr,fra,4
1839,XA-DE,ger,3
1839,pl,pol,3
1839,ZZ,ger,2
1839,ZZ,lat,2
1839,xx,,2
1839,fr,lat,2
1839,XA-GB,,2
1839,it,ita,2
1839,no,dan,2
1839,PT,por,2
1839,zz,fre,2
1839,be,fra,2
1839,nl,fra,2
1839,au,ger,1
1839,xxu,eng,1
1839,,por,1
1839,,dui,1
1839,ZZ,er,1
1839,pl,lat,1
1839,,ger,1
1839,gs,ger,1
1839,GB,por,1
1839,xx,eng,1
1839,XA-GB,eng,1
1839,nl,dui,1
1839,IT,por,1
1839,fr,...,1
1839,ch,fre,1
1839,xx,ger,1
1839,xx,lat,1
1839,XA-FR,fre,1
1839,ZZ,fre,1
1839,oo,lat,1
1839,gw,lat,1
1839,nl,ned,1
1839,be,fre,1
1840,fr,fre,30
1840,gw,ger,27
1840,sw,swe,15
1840,gb,eng,10
1840,de,dui,8
1840,xxk,eng,6
1840,PT,por,6
1840,XA-GB,eng,4
1840,xr,ger,4
1840,nl,lat,4
1840,be,ned,4
1840,nl,fra,3
1840,fi,lat,3
1840,xx,ger,3
1840,at,lat,2
1840,XA-GB,,2
1840,XA-HU,lat,2
1840,hu,dui,2
1840,ru,ger,2
1840,fr,fra,2
1840,fr,mul,1
1840,oo,ger,1
1840,in,eng,1
1840,xx,,1
1840,dk,dan,1
1840,XA-HR,lat,1
1840,xxk,ger,1
1840,gw,nor,1
1840,XA-FR,fre,1
1840,be,fra,1
1840,be,fre,1
1840,xx,swe,1
1840,de,fra,1
1840,no,dan,1
1840,er,lat,1
1840,sz,lat,1
1840,sz,ger,1
1840,fr,,1
1841,gw,ger,32
1841,fr,fre,25
1841,nl,lat,17
1841,sw,swe,13
1841,xr,ger,8
1841,de,dui,8
1841,pl,pol,6
1841,gb,eng,4
1841,xxu,eng,4
1841,xx,,3
1841,nl,ned,3
1841,gw,lat,3
1841,hu,ger,2
1841,no,dan,2
1841,PT,por,2
1841,hu,dui,2
1841,fr,lat,2
1841,cs,ger,2
1841,de,lat,2
1841,sz,fre,2
1841,oo,lat,1
1841,au,ger,1
1841,ch,fra,1
1841,li,pol,1
1841,xx,eng,1
1841,XA-BE,fre,1
1841,XA-DXDE,ger,1
1841,ru,rus,1
1841,mau,eng,1
1841,ru,ger,1
1841,xx,pol,1
1841,XA-FR,fre,1
1841,xxk,eng,1
1841,US,por,1
1841,xxk,,1
1841,fr,spa,1
1841,xx,ger,1
1841,ZZ,ger,1
1841,XA-DE,ger,1
1841,gs,dan,1
1841,xx,zxx,1
1841,oo,fre,1
1841,dk,dan,1
1841,gw,ita,1
1841,fr,fra,1
1842,fr,fre,32
1842,sw,swe,26
1842,gw,ger,17
1842,nl,lat,10
1842,XA-FR,fre,5
1842,sw,lat,5
1842,us,eng,4
1842,XA-DE,ger,3
1842,sz,fre,3
1842,xx,,3
1842,fi,lat,3
1842,fr,fra,3
1842,ch,fre,3
1842,nl,ned,2
1842,XA-DE,lat,2
1842,xxk,eng,2
1842,ch,dui,2
1842,de,dui,2
1842,de,lat,2
1842,gw,lat,2
1842,pl,pol,2
1842,xr,ger,2
1842,ZZ,ger,2
1842,FR,por,2
1842,fr,spa,2
1842,XA-PL,pol,2
1842,at,lat,2
1842,gb,eng,1
1842,xx,pol,1
1842,au,ger,1
1842,xxu,eng,1
1842,ch,ger,1
1842,pl,ger,1
1842,ZZ,,1
1842,xx,eng,1
1842,fr,ita,1
1842,no,nor,1
1842,no,dan,1
1842,ES,por,1
1842,XA-HR,lat,1
1842,fr,grc,1
1842,sw,mul,1
1842,fr,...,1
1842,XA-GB,,1
1842,sz,ger,1
1842,XA-CH,ger,1
1842,xx,ger,1
1843,fr,fre,53
1843,gw,ger,26
1843,sw,swe,13
1843,nl,lat,10
1843,pl,pol,7
1843,fr,fra,7
1843,fi,swe,7
1843,gw,lat,6
1843,XA-PL,pol,6
1843,xr,ger,4
1843,li,pol,3
1843,FR,por,3
1843,nl,ned,3
1843,sz,fre,3
1843,de,lat,3
1843,PT,por,2
1843,us,eng,2
1843,XA-AT,ger,2
1843,xx,,2
1843,er,ger,2
1843,de,dui,2
1843,sz,ger,1
1843,ru,lat,1
1843,XA-FR,fre,1
1843,ru,ger,1
1843,gb,eng,1
1843,XA-HU,lat,1
1843,sw,nob,1
1843,no,dan,1
1843,it,lat,1
1843,sz,mul,1
1843,ch,fre,1
1843,XG-DR,ger,1
1843,xx,pol,1
1843,XA-HR,lat,1
1843,gs,ger,1
1843,fr,lat,1
1843,fr,zxx,1
1843,|,,1
1843,es,spa,1
1843,enk,eng,1
1843,xx,eng,1
1844,fr,fre,31
1844,gw,ger,22
1844,de,dui,17
1844,xx,ger,7
1844,XA-FR,fre,5
1844,dk,dan,4
1844,nl,lat,4
1844,de,lat,4
1844,xx,,3
1844,no,dan,3
1844,pl,pol,3
1844,xxk,eng,3
1844,PT,por,3
1844,xr,ger,3
1844,be,fre,2
1844,BE,por,2
1844,oo,ger,2
1844,li,pol,2
1844,xx,eng,1
1844,be,fra,1
1844,gw,gre,1
1844,au,lat,1
1844,GB,por,1
1844,au,ger,1
1844,XA-HR,lat,1
1844,fr,lat,1
1844,cs,ger,1
1844,er,ger,1
1844,IT,por,1
1844,xxu,eng,1
1844,gw,lat,1
1844,xx,swe,1
1844,dk,lat,1
1845,fr,fre,34
1845,nl,lat,18
1845,gw,ger,16
1845,sw,swe,15
1845,pl,pol,11
1845,xx,ger,8
1845,XA-FR,fre,6
1845,gb,eng,6
1845,de,dui,6
1845,xxk,eng,5
1845,XA-DK,ger,4
1845,fr,fra,3
1845,sw,lat,3
1845,xr,ger,3
1845,PT,por,3
1845,dk,dui,2
1845,dd,dui,2
1845,ru,ger,2
1845,no,dan,2
1845,enk,eng,2
1845,gs,ger,2
1845,AT,por,2
1845,de,lat,2
1845,FR,por,2
1845,XA-GB,eng,2
1845,,mis,1
1845,,por,1
1845,XA-HU,lat,1
1845,pl,fre,1
1845,at,fre,1
1845,xxu,swe,1
1845,ch,ger,1
1845,fi,swe,1
1845,xxk,fre,1
1845,sz,ger,1
1845,er,lat,1
1845,er,ger,1
1845,xx,eng,1
1845,fr,lat,1
1845,sw,fre,1
1845,XA-HR,lat,1
1845,dk,dan,1
1845,au,ger,1
1845,GB,por,1
1845,gw,eng,1
1845,be,fra,1
1845,xx,pol,1
1846,fr,fre,35
1846,gw,ger,21
1846,xx,ger,8
1846,sw,swe,7
1846,nl,lat,6
1846,gb,eng,6
1846,PT,por,5
1846,de,dui,5
1846,oo,ger,4
1846,xx,,3
1846,xr,ger,2
1846,fr,fra,2
1846,be,fra,2
1846,sz,ger,2
1846,XA-DE,ger,2
1846,XA-DK,,2
1846,xxu,eng,2
1846,ch,fre,2
1846,no,dan,2
1846,XA-DK,dan,2
1846,XA-HR,lat,2
1846,er,lat,1
1846,sw,fre,1
1846,pl#,pol,1
1846,XA-AT,lat,1
1846,at,ger,1
1846,gw,lat,1
1846,pl,ger,1
1846,be,fre,1
1846,ru,fre,1
1846,xx,zxx,1
1846,lv,ger,1
1846,GB,por,1
1846,ch,fra,1
1846,gs,ger,1
1846,FR,por,1
1847,fr,fre,42
1847,gw,ger,14
1847,sw,swe,14
1847,gb,eng,8
1847,de,dui,5
1847,xx,,5
1847,de,lat,4
1847,XA-FR,fre,3
1847,fr,fra,3
1847,FR,por,3
1847,nl,fra,2
1847,li,pol,2
1847,no,dan,2
1847,oo,ger,2
1847,XA-HR,lat,2
1847,xx,ger,2
1847,pl,pol,2
1847,nl,lat,2
1847,at,lat,2
1847,xr,ger,2
1847,PT,por,2
1847,xxk,eng,1
1847,au,ger,1
1847,be,fre,1
1847,xx,swe,1
1847,xxu,eng,1
1847,lv,ger,1
1847,dk,dan,1
1847,pl,lat,1
1847,xx,pol,1
1847,xx,eng,1
1847,xxk,swe,1
1847,no,swe,1
1847,ru,lat,1
1848,fr,fre,22
1848,gw,ger,19
1848,sw,swe,11
